,SMILES,fa7,parp1,5ht1b,jak2,braf
27,CC(C)(C)N1C[C@H](NC(=O)c2cncnc2C2CC2)CC1=O,0.0,0.0,0.0,0.0,0.0
28,CCCN[C@@H]1CC[C@H]2CN(C(=O)C3(C)CC3)C[C@@H]21,0.0,0.0,0.0,0.0,0.0
29,CCOC1CC(CN2CC[C@H]2CN(C)C(=O)C2CCCC2)C1,0.0,0.0,0.0,0.0,0.0
30,CCc1cncc(C(=O)N2CC[C@H](NC(=O)[C@H]3CCCOC3)[C@@H]2C)c1,0.0,0.0,0.0,0.0,0.0
31,CCOc1ccc(C(=O)NCCNCc2cc(C)on2)cc1C,0.0,0.0,0.0,0.0,0.0
32,CC1(C(=O)N[C@H]2C[C@H](NC(=O)[C@@H]3CCCC3(C)C)C2)CC=CC1,0.0,0.0,0.0,0.0,0.0
33,CC(C)Cc1noc(CN2CC[C@H](NC(=O)c3ccccc3)[C@H]2C)n1,0.0,0.0,0.0,0.0,0.0
34,CC(C)[C@@H](C(=O)N1CCO[C@H](C(=O)OC(C)(C)C)C1)c1cccnc1,0.0,0.0,0.0,0.0,0.0
35,CC(C)[C@H](CNC(=O)NCc1ccncn1)N1CCCCCC1,0.0,0.0,0.0,0.0,0.0
36,CC[C@@H](C)n1nccc1C(=O)N(C)CCN(C)[C@H]1CCN(CC)C1=O,0.0,0.0,0.0,0.0,0.0
37,CC[C@H]1CCCC[C@@H]1C(=O)NCCCN(C)CCc1ccnn1C,0.0,0.0,0.0,0.0,0.0
38,CC(C)OC(=O)[C@H](C)CNC(=O)C(=O)N1C[C@H](C)CC1(C)C,0.0,0.0,0.0,0.0,0.0
39,CCNC(=O)[C@@H]1CCCN1Cc1c(F)ccc(F)c1Cl,0.0,0.0,0.0,0.0,0.0
40,CCn1nncc1CN[C@H]1CCN(C(=O)c2cccc(C(C)C)c2)C1,0.0,0.0,0.0,0.0,0.0
41,CCc1cccc(C)c1NC(=O)COC(=O)C1(C#N)CCOCC1,0.0,0.0,0.0,0.0,0.0
42,CC(C)[C@H](C)C(=O)N[C@H]1C[C@H](NC(=O)C[C@H]2CCCCO2)C1,0.0,0.0,0.0,0.0,0.0
43,CCn1cc(CC(=O)N[C@@H](C)CCNC(=O)Cc2cscn2)cn1,0.0,0.0,0.0,0.0,0.0
44,CC[C@H](C)C(=O)NCCNC[C@H](O)COCc1ccccc1OC,0.0,0.0,0.0,0.0,0.0
45,CCn1ccnc1CN1CC[C@H]2CC[C@@H](C1)N2C(=O)C=C1CCC1,0.0,0.0,0.0,0.0,0.0
46,CCO[C@H](CC)C(=O)N1CCC(O)(CNC(=O)CCC2CC2)CC1,0.0,0.0,0.0,0.0,0.0
47,CC1(C(=O)N2CCC(F)(F)[C@H](CNC(=O)C3CC3)C2)CCC1,0.0,0.0,0.0,0.0,0.0
48,CCOC(=O)[C@@H]1CCC[C@@H]1NC(=O)c1cnccc1C1CC1,0.0,0.0,0.0,0.0,0.0
49,CCOc1ccc(NC(=O)N2C[C@@H](CN)C[C@H]2C)c(C)c1,0.0,0.0,0.0,0.0,0.0
50,CCN(C(=O)c1cccnn1)C1CN(C(=O)CCCC(C)(C)C)C1,0.0,0.0,0.0,0.0,0.0
51,CC(=O)N1CCC[C@@H]([C@H]2CCCN2C(=O)c2cc(C(C)C)n(C)n2)C1,0.0,0.0,0.0,0.0,0.0
52,CC[C@@H]1OCC[C@H]1C(=O)N[C@@H](C)CCNC(=O)CCc1ccon1,0.0,0.0,0.0,0.0,0.0
53,CCC(CC)n1nc(C(=O)N2CCC[C@@H]3[C@@H]2CCN3C(C)=O)cc1C,0.0,0.0,0.0,0.0,0.0
54,CC[C@H](O)CCCNC(=O)NC[C@@H]1CCCN1Cc1ccccc1,0.0,0.0,0.0,0.0,0.0
55,CC[C@H](C)OCC(=O)NCC[C@H]1CCN(C(=O)CC2CCCC2)C1,0.0,0.0,0.0,0.0,0.0
56,CCC1(CNC(=O)N[C@H](C)c2noc(-c3ccccc3)n2)COC1,0.0,0.0,0.0,0.0,0.0
57,CC[C@@H]1C[C@H]1C(=O)N[C@H]1C[C@H](CNC(=O)c2nc(C)c(C)nc2O)C1,0.0,0.0,0.0,0.0,0.0
58,CCCCN(C)CCNC(=O)c1ccc(F)c(N)c1,0.0,0.0,0.0,0.0,0.0
59,CCOc1cc(NC2(CNC(=O)c3cc(C)c(C)cn3)CC2)ncn1,0.0,0.0,0.0,0.0,0.0
60,CCCc1nc(C)c(CNC(=O)[C@@H](C)Oc2ccc(C#N)cc2)o1,0.0,0.0,0.0,0.0,0.0
61,CCOc1ccc(C(=O)NCCCO[C@H]2CCCCO2)cn1,0.0,0.0,0.0,0.0,0.0
62,CCC(CC)n1nccc1C(=O)NCc1cccc(-c2nn[nH]n2)c1,0.0,0.0,0.0,0.0,0.0
63,CC(C)(C)CC(=O)NCCCNc1cc(Cl)c(O)nn1,0.0,0.0,0.0,0.0,0.0
64,CCc1cccc(CC)c1S(=O)(=O)NCCc1cccnc1,0.0,0.0,0.0,0.0,0.0
65,CCOC(=O)N1CCCN(S(=O)(=O)c2ccc(F)c(C)c2)CC1,0.0,0.0,0.0,0.0,0.0
66,CC[C@@H]1C[C@H]1C(=O)N1CCC[C@H]2[C@H]1CCN2C(=O)Cc1cncn1C,0.0,0.0,0.0,0.0,0.0
67,CCN(CCNC(=O)c1ccoc1)C(=O)c1cnc(C2CC2)nc1O,0.0,0.0,0.0,0.0,0.0
68,CCCC(=O)NC1CCN(C(=O)N[C@H]2CC23CC(OCC)C3)CC1,0.0,0.0,0.0,0.0,0.0
69,CCCN1CC(=O)N(Cc2ccc(OC)cc2)C1=O,0.0,0.0,0.0,0.0,0.0
70,CC[C@@H](C)CN1CC[C@H]1CNC(=O)c1cnn(C)c1Cl,0.0,0.0,0.0,0.0,0.0
71,CCCCCCCNC(=O)Nc1cccnc1N1CCNCC1,0.0,0.0,0.0,0.0,0.0
72,CC(C)c1nnc(N2CCN(c3ncccn3)CC2)n1[C@H]1C[C@@H]1C,0.0,0.0,0.0,0.0,0.0
73,CCCC[C@@H](CC)CC(=O)NCC[C@H](C)NC(=O)CCOC,0.0,0.0,0.0,0.0,0.0
74,CCNC(=O)CNC(=O)N1C[C@H](c2ccccc2)C[C@@H]1C,0.0,0.0,0.0,0.0,0.0
75,CCC1(NC(=O)C(C)(C)F)CCN(C(=O)C(=O)C(C)(C)C)CC1,0.0,0.0,0.0,0.0,0.0
76,CCN(CCNC(=O)c1cc2n(n1)CCO2)C(=O)[C@@H]1CC12CCC2,0.0,0.0,0.0,0.0,0.0
77,CC(C)CC(=O)N1CC[C@H](CNC(=O)c2cccn2C)C1,0.0,0.0,0.0,0.0,0.0
78,CCOC1CC(CN2CC(NC(=O)[C@H](C)NC(=O)C(C)(C)C)C2)C1,0.0,0.0,0.0,0.0,0.0
79,CC(C)n1nccc1C(=O)N(C)C1CN(C(=O)[C@@H]2C[C@H]3CC[C@H]2O3)C1,0.0,0.0,0.0,0.0,0.0
80,CCn1cc(C(=O)N[C@H]2CCCN(C(=O)C3CC4(CC4)C3)[C@H]2C)cn1,0.0,0.0,0.0,0.0,0.0
81,CCCN(CC(C)(C)O)C(=O)c1cccc(NC(=O)OC)c1,0.0,0.0,0.0,0.0,0.0
82,CCn1ccnc1C(=O)N1CCC[C@@H](CNC(=O)CC2(C)CC2)C1,0.0,0.0,0.0,0.0,0.0
83,CCN(CC1CC1)C(=O)C(=O)N[C@@H]1C[C@H](OC)C1(C)C,0.0,0.0,0.0,0.0,0.0
84,CC(C)[C@@H](F)C(=O)N1CCC(N(C)C(=O)[C@H]2C[C@@H]2C(F)F)CC1,0.0,0.0,0.0,0.0,0.0
85,CCC(C)(C)C(=O)N1C[C@H]2CN(C(=O)c3cnn(C)c3OC)C[C@H]2C1,0.0,0.0,0.0,0.0,0.0
86,CC(C)(C(=O)N1CC(NC(=O)c2cnn3c2CCC3)C1)C1CCCC1,0.0,0.0,0.0,0.0,0.0
87,CC1=C(C(=O)NC[C@H](NC(=O)c2ccoc2C)C2CC2)CCCO1,0.0,0.0,0.0,0.0,0.0
88,CCCNC(=O)[C@@H](C)NC[C@@H](C1CC1)N(C)C(=O)c1ccc(C)n1C,0.0,0.0,0.0,0.0,0.0
89,CC(C)(C)OC(=O)N1C[C@@H](C#N)[C@@H](Oc2cnccc2[N+](=O)[O-])C1,0.0,0.0,0.0,0.0,0.0
90,CCC(=O)N[C@@H]1CCN(C(=O)c2ccc3c(c2)CCOC3)[C@@H](C)C1,0.0,0.0,0.0,0.0,0.0
91,CC(=O)Nc1nc(C(=O)N(CCO)Cc2cccc(F)c2)cs1,0.0,0.0,0.0,0.0,0.0
92,CCC1(C(=O)NC[C@@H](Nc2ncc(C(=O)OC)cn2)C2CC2)CCC1,0.0,0.0,0.0,0.0,0.0
93,CC(=O)CNC(=O)[C@@H](C)Sc1nnc(-c2ccccn2)n1C,0.0,0.0,0.0,0.0,0.0
94,CC[C@H](C)[C@H](NC(=O)CN1C[C@H](C)OC(C)(C)C1)C(=O)O,0.0,0.0,0.0,0.0,0.0
95,CC(C)(F)C(=O)NC1CC2(CC(NCc3ncc(C4CC4)o3)C2)C1,0.0,0.0,0.0,0.0,0.0
96,CC(C)N1CCC2(CCN(C(=O)[C@H]3CCCc4c[nH]nc43)CC2)CC1,0.0,0.0,0.0,0.0,0.0
97,CC1(CC(=O)N2CC[C@H]3CN(Cc4nnsc4Cl)C[C@H]32)CC1,0.0,0.0,0.0,0.0,0.0
98,CCN(C(=O)COC(C)(C)C)[C@H](C)CNC(=O)Cc1cc[nH]n1,0.0,0.0,0.0,0.0,0.0
99,CC[C@H](OC(=O)[C@@H](C)c1c(C)nn(CC(F)(F)F)c1C)C(N)=O,0.0,0.0,0.0,0.0,0.0
100,CCOC(=O)[C@H](NC(=O)c1ccccc1OCC#N)c1ccccc1,0.0,0.0,0.0,0.0,0.0
101,CC[C@H](F)CN1CC[C@@H]2[C@@H]1CCCN2C(=O)c1nccn2ccnc12,0.0,0.0,0.0,0.0,0.0
102,CCC1(C(=O)N2CCC[C@H](NC(=O)c3c(C)cc(O)nc3C)C2)CC1,0.0,0.0,0.0,0.0,0.0
103,CCn1ccc(C(=O)N[C@@H]2CCCN(Cc3cnns3)[C@@H]2C)c1C,0.0,0.0,0.0,0.0,0.0
104,CC(C)c1ocnc1CN1CC[C@](C)(NC(=O)CC(F)(F)F)C1,0.0,0.0,0.0,0.0,0.0
105,CC(C)[C@@H](C)CC(=O)N1CCC[C@@H](NC(=O)c2ccnnc2)C1,0.0,0.0,0.0,0.0,0.0
106,CCn1nccc1/C=C/C(=O)Nc1ccc(C)c(S(=O)(=O)NC)c1,0.0,0.0,0.0,0.0,0.0
107,CCOC(=O)[C@@H](C)N1CC[C@]2(CCN(CC(CC)CC)C2)C1=O,0.0,0.0,0.0,0.0,0.0
108,CCOC(=O)c1nn(C)cc1CN1CC[C@@H](OCC)[C@@H](C)C1,0.0,0.0,0.0,0.0,0.0
109,CCn1cc(CC(=O)N2CC[C@H](CNCc3ncccc3C)C2)cn1,0.0,0.0,0.0,0.0,0.0
110,CCO[C@@H](CC)C(=O)NC1CCN(C(=O)C[C@H]2CCCCO2)CC1,0.0,0.0,0.0,0.0,0.0
111,CCCn1c(-c2cnc(O)nc2O)nc2cccc(Cl)c21,0.0,0.0,0.0,0.0,0.0
112,CCc1ocnc1C(=O)N(C)[C@@H](C)CNC(=O)C1(COC)CCC1,0.0,0.0,0.0,0.0,0.0
113,CCc1nnc(CN[C@H]2C[C@@H](NC(=O)c3cc(C)nc(C)c3)C2)s1,0.0,0.0,0.0,0.0,0.0
114,CCc1noc(CCCC(=O)OCCCC(C)C)n1,0.0,0.0,0.0,0.0,0.0
115,CC(=O)N1CCCC[C@H]1C(=O)NCC1([C@H](O)C(C)C)CC1,0.0,0.0,0.0,0.0,0.0
116,CCn1cnc(C(=O)N2CC[C@@H](NCc3nc(C(F)F)no3)C2)c1,0.0,0.0,0.0,0.0,0.0
117,CC[C@@H](CNC(=O)c1cc2cccc(F)c2o1)NC(=O)[C@H]1CCCO1,0.0,0.0,0.0,0.0,0.0
118,CC1(C)CN(C(=O)c2nccn3ccnc23)[C@H]1[C@H]1CCCO1,0.0,0.0,0.0,0.0,0.0
119,CC(C)CN1CCCO[C@H](CNC(=O)[C@H](C)N2CCCCC2=O)C1,0.0,0.0,0.0,0.0,0.0
120,CCCC[C@@H](CCC)CNC(=O)N1C[C@@H](C)S(=O)(=O)[C@@H](C)C1,0.0,0.0,0.0,0.0,0.0
121,CCCC[C@@H](NCc1ccc(OC)c(Cn2cccn2)c1)C(=O)OC,0.0,0.0,0.0,0.0,0.0
122,CC(C)c1cnc(CN2CC[C@H](NC(=O)[C@H]3CCN(C)[C@@H](C)C3)C2)o1,0.0,0.0,0.0,0.0,0.0
123,CCCN1CC[C@@H](NC(=O)NCC(C)(C)OCC)C1,0.0,0.0,0.0,0.0,0.0
124,CCn1ncc(CN[C@H]2C[C@@H](C)N(C(=O)CCC3CCCC3)C2)n1,0.0,0.0,0.0,0.0,0.0
125,CCc1nc(C(=O)N2CC[C@@H](NCc3cc(C)ns3)C2)co1,0.0,0.0,0.0,0.0,0.0
126,CC1(C)CN(Cc2cccc(C#N)c2)C[C@@H]1NC(=O)c1ccncc1,0.0,0.0,0.0,0.0,0.0
127,CCCC(=O)N1C[C@@H]2CN(C(=O)C[C@@H]3CCCCN3C(C)=O)C[C@@H]2C1,0.0,0.0,0.0,0.0,0.0
128,CC[C@@H](C(=O)NC1CN(C(=O)CCc2ccccc2)C1)N(CC)CC,0.0,0.0,0.0,0.0,0.0
129,CCN(C(=O)Cc1cc[nH]n1)[C@@H]1CCN(Cc2ccnc(OC)c2)C1,0.0,0.0,0.0,0.0,0.0
130,CCO[C@@H]1CN(C(=O)CC2CC2)C[C@H]1CNC(=O)c1c(C)ccn1C,0.0,0.0,0.0,0.0,0.0
131,CCc1ncnc(N[C@H](C)C[C@@H](C)NC(=O)C(C)(C)C(N)=O)c1F,0.0,0.0,0.0,0.0,0.0
132,CCC(CC)[C@@H](C)C(=O)NC[C@H]1C[C@@H](NC(=O)C(C)C)C1,0.0,0.0,0.0,0.0,0.0
133,CCN(CC)CC(=O)NCC1(NCc2ccccn2)CCCCC1,0.0,0.0,0.0,0.0,0.0
134,CCC(CC)(CNC(=O)N(C)CCOCCO)SC,0.0,0.0,0.0,0.0,0.0
135,CC(C)(C)c1ccnc(NCC2OCCCO2)c1,0.0,0.0,0.0,0.0,0.0
136,CC(C)c1cc(C(=O)N[C@@H](C)CCCNc2cncc(C#N)n2)no1,0.0,0.0,0.0,0.0,0.0
137,CC(C)(C)[C@@H]1C[C@H](NC(=O)C(=O)NCc2cccc(N)c2)CCO1,0.0,0.0,0.0,0.0,0.0
138,CC(C)(C)C(=O)N1C[C@@H]2[C@@H](CNC(=O)C3CCC=CCC3)[C@@H]2C1,0.0,0.0,0.0,0.0,0.0
139,CCCCCN1CC[C@@H]1CN(C)C(=O)[C@@H]1CCCN1c1ncccn1,0.0,0.0,0.0,0.0,0.0
140,CC(C)n1cnnc1[C@H]1CCCN(C(=O)[C@H]2CCCCC(=O)N2)C1,0.0,0.0,0.0,0.0,0.0
141,CCO[C@@H]1COCC[C@H]1CC(=O)NC[C@H]1CC[C@H](NC(C)=O)CC1,0.0,0.0,0.0,0.0,0.0
142,CC(C)N1C[C@H]2CN(C(=O)[C@@H](C)C3CCCC3)C[C@H]2C1,0.0,0.0,0.0,0.0,0.0
143,CCOc1ccc(C(=O)NCCN(CCO)C(=O)CC2CCC2)cc1,0.0,0.0,0.0,0.0,0.0
144,CCCC(=O)NCC(=O)N[C@@H](CNc1cncc(Cl)n1)C1CC1,0.0,0.0,0.0,0.0,0.0
145,CC(C)OC(=O)CCCNC(=O)c1cc(O)cc(C#N)c1,0.0,0.0,0.0,0.0,0.0
146,CC1(CC(=O)N2CCC[C@@H]3[C@H]2CCN3C[C@@H](O)Cn2cccn2)CC1,0.0,0.0,0.0,0.0,0.0
147,CCN1CCN(C(=O)Cc2c(C)nc3c(c(C)nn3C)c2C)CC1=O,0.0,0.0,0.0,0.0,0.0
148,CC[C@H](O)[C@@H](C)C(=O)N1CCC(c2ccc(Cl)cn2)CC1,0.0,0.0,0.0,0.0,0.0
149,CC(C)CCN(C(=O)c1cnn2c1OCCC2)C1CC1,0.0,0.0,0.0,0.0,0.0
150,CC[C@H](C)C(=O)NC[C@H](O)CN(C)C(=O)c1ccc(Cl)[nH]1,0.0,0.0,0.0,0.0,0.0
151,CC(C)[C@@H](NC(=O)Cc1ccccc1)C(=O)N(C)CCN(C)C,0.0,0.0,0.0,0.0,0.0
152,CCC[C@@H](C)C(=O)NCCNc1cccc(S(N)(=O)=O)c1C#N,0.0,0.0,0.0,0.0,0.0
153,CC(C)c1ccc(CN(C(=O)CN2CCNC(=O)C2)C2CC2)cc1,0.0,0.0,0.0,0.0,0.0
154,CC(C)(C)c1cnc(CNCC2(NC(=O)c3ccon3)CCCC2)o1,0.0,0.0,0.0,0.0,0.0
155,CCc1noc([C@@H](C)NC[C@H]2C[C@H](NC(=O)c3ncccc3F)C2)n1,0.0,0.0,0.0,0.0,0.0
156,CC(C)n1ncnc1CN[C@@H]1C[C@H]2CC[C@H]1N(C(=O)/C=C\C1CC1)C2,0.0,0.0,0.0,0.0,0.0
157,CCC1(C(=O)NC[C@@H]2CCN2C(=O)[C@@H]2[C@H]3Cc4ccccc4[C@@H]32)CC1,0.0,0.0,0.0,0.0,0.0
158,CCOc1cccnc1C(=O)NC1CN(C(=O)CC2CCCC2)C1,0.0,0.0,0.0,0.0,0.0
159,CC[C@@H]1[C@@H](C(=O)NCC2CN(C(=O)CC(C)C)C2)CCN1C,0.0,0.0,0.0,0.0,0.0
160,CC(C)c1ccc(C(=O)N[C@@H]2C[C@H]2C(F)(F)F)c(O)n1,0.0,0.0,0.0,0.0,0.0
161,CCN(C(=O)CCC(C)(F)F)C1CN(C(=O)c2cnn(CC)n2)C1,0.0,0.0,0.0,0.0,0.0
162,CCN1CCN(C(=O)Cc2cc(Cl)c3c(c2)OCCO3)[C@@H](C)C1,0.0,0.0,0.0,0.0,0.0
163,CCO[C@@H]1CCN(C(=O)[C@@H]2C[C@H]2OC(C)(C)C)C[C@@H]1C,0.0,0.0,0.0,0.0,0.0
164,CC(C)C(=O)NC1CC(N(C)C(=O)c2ccn3ccnc3c2)C1,0.0,0.0,0.0,0.0,0.0
165,CCCCOCCCNC(=O)C(=O)N1CCS[C@H](C)[C@H]1C,0.0,0.0,0.0,0.0,0.0
166,CC(C)C(=O)NCCC1CCN(C(=O)Cc2ccco2)CC1,0.0,0.0,0.0,0.0,0.0
167,CCCCNC1CCN(C(=O)c2cnn(CCOC)c2C)CC1,0.0,0.0,0.0,0.0,0.0
168,CCOC(=O)N1CCC[C@@H](NCc2ccnc(OC)c2)CC1,0.0,0.0,0.0,0.0,0.0
169,CC(=O)Nc1ccc(CNC(=O)c2ccc3n[nH]cc3c2)cc1,0.0,0.0,0.0,0.0,0.0
170,CCNC(=O)CCCC(=O)NCC1(Nc2ccc(C)nn2)CCC1,0.0,0.0,0.0,0.0,0.0
171,CCCCC(=O)N1C[C@H]2C[C@@H](NC(=O)C3(CF)CCC3)C[C@H]1C2,0.0,0.0,0.0,0.0,0.0
172,CC(C)(C)c1n[nH]cc1C(=O)NCC1(NC(=O)[C@@H]2CCCO2)CCC1,0.0,0.0,0.0,0.0,0.0
173,CC(C)n1ncc2c1[C@@H](NC(=O)[C@@H](C)CN1CCOCC1)CCC2,0.0,0.0,0.0,0.0,0.0
174,CCn1ccc(C(=O)N[C@@H]2CCCCN(C(=O)C(F)F)C2)n1,0.0,0.0,0.0,0.0,0.0
175,CC(C)(C)CNC(=O)C(=O)Nc1cc(F)cc(F)c1Br,0.0,0.0,0.0,0.0,0.0
176,CCn1nncc1C(=O)NC[C@H](NCc1nc(C)c(C)o1)C1CC1,0.0,0.0,0.0,0.0,0.0
177,CCO[C@@H]1CCCN(C(=O)N[C@H](C)C(=O)N2CCCC[C@H]2C)C1,0.0,0.0,0.0,0.0,0.0
178,CCO[C@@H](C)C(=O)NCCCNCc1cccc(Cl)n1,0.0,0.0,0.0,0.0,0.0
179,CC(=O)N1CCC[C@@H]1C(=O)N[C@H](C)CNC(=O)Cc1ccccc1C,0.0,0.0,0.0,0.0,0.0
180,CCC[C@H](OC)C(=O)NCC1(O)CN(Cc2nc(C)c(C)s2)C1,0.0,0.0,0.0,0.0,0.0
181,CC(C)N(C)Cc1ccccc1CNC(=O)COCCN,0.0,0.0,0.0,0.0,0.0
182,CC(C)n1cccc1C(=O)N1C[C@@H](CNC(=O)C2(C)CC2)[C@H](C)C1,0.0,0.0,0.0,0.0,0.0
183,CC[C@H](CC1CCCC1)C(=O)N1CC(NC(=O)c2ccnnc2)C1,0.0,0.0,0.0,0.0,0.0
184,CCCNC(=O)COC1CCN(CCOc2ccccc2)CC1,0.0,0.0,0.0,0.0,0.0
185,CC(C)(C)C1=CCN(C(=O)c2ccc3nccnc3n2)CC1,0.0,0.0,0.0,0.0,0.0
186,CCC[C@@H](CC)C(=O)N[C@@H]1CCN(C(=O)c2cn(C)nc2CC)C1,0.0,0.0,0.0,0.0,0.0
187,CCN(CC)C(=O)CCC(=O)Nc1ccccc1O[C@H]1CC(=O)N1,0.0,0.0,0.0,0.0,0.0
188,CC(C)[C@H](CCN(C)C(=O)c1ncccn1)NC(=O)c1ccncn1,0.0,0.0,0.0,0.0,0.0
189,CCCCC(=O)N[C@H]1[C@@H]2CN(C(=O)[C@@H](CC)OC3CCCC3)C[C@@H]21,0.0,0.0,0.0,0.0,0.0
190,CC(C)[C@@H]1CN(c2cc(N)c([N+](=O)[O-])c(C#N)c2)CCCO1,0.0,0.0,0.0,0.0,0.0
191,CC(=O)N1CCCN(C(=O)[C@@H](C)CCOc2ccccc2)CC1,0.0,0.0,0.0,0.0,0.0
192,CCCOC(=O)CCNC(=O)N[C@@H](C)CC(C)(C)OC,0.0,0.0,0.0,0.0,0.0
193,CC(C)Oc1ccc(CCNC(=O)CN2CCC[C@@H]2CN)cc1,0.0,0.0,0.0,0.0,0.0
194,CCC[C@@H](C)C(=O)N1CC(NC(=O)[C@@H]2C[C@H]2c2ccncc2)C1,0.0,0.0,0.0,0.0,0.0
195,CCOCCN1C[C@@H](NC(=O)C2CCN(C)CC2)CC[C@@H]1C,0.0,0.0,0.0,0.0,0.0
196,CC(C)C(=O)N[C@H]1CCCN(C(=O)[C@@H]2CC23CC3)CC1,0.0,0.0,0.0,0.0,0.0
197,CCc1noc(C)c1CN[C@H](C)[C@@H]1CCN(C(=O)C(C)(C)C)C1,0.0,0.0,0.0,0.0,0.0
198,CC(C)n1nccc1C(=O)N1C[C@H](NC(=O)c2ccsn2)[C@@H](C)C1,0.0,0.0,0.0,0.0,0.0
199,CCCN(CCNC(=O)c1cocn1)Cc1nc(-c2ccco2)no1,0.0,0.0,0.0,0.0,0.0
200,CCc1ccccc1C(=O)NC[C@H]1CCCN1Cc1coc(C)n1,0.0,0.0,0.0,0.0,0.0
201,CC(C)N(Cc1ccco1)C(=O)N[C@@H]1C[C@@H](C)OC1=O,0.0,0.0,0.0,0.0,0.0
202,CCN(C(=O)CCC(C)(F)F)C1CN(C(=O)c2[nH]nnc2C)C1,0.0,0.0,0.0,0.0,0.0
203,CC(C)C(C)(C)C(=O)N1CC(NC(=O)C[C@@H]2CC[C@H](C3CC3)O2)C1,0.0,0.0,0.0,0.0,0.0
204,CCN(C(=O)CCc1cncs1)[C@@H]1CCN(CC(=O)N(C)C)C1,0.0,0.0,0.0,0.0,0.0
205,CC[C@H](NC(=O)c1ccn(C)c1)[C@@H]1CN(Cc2ccccc2)CCO1,0.0,0.0,0.0,0.0,0.0
206,CCc1ccc(C(=O)N2CC[C@@H](C(=O)OC)C[C@H]2C)cc1[N+](=O)[O-],0.0,0.0,0.0,0.0,0.0
207,CC(C)c1ncsc1C(=O)NC1CC(N(C)C(=O)c2ncc[nH]2)C1,0.0,0.0,0.0,0.0,0.0
